"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045599","negative regulation of fat cell differentiation","7/655","62/18860",0.112903225806452,3.25092341787737,3.36732767888243,0.00554290216640941,0.0326096073110987,0.0229656632942826,"GATA2/ID4/FERMT2/MMP11/WWTR1/BMP2/IL6",7
"GO:0007586","digestion","12/655","148/18860",0.0810810810810811,2.33463998349495,3.09185788255506,0.00554999988804766,0.0326096073110987,0.0229656632942826,"CD36/MDK/INAVA/PGC/LDLR/STK39/KCNN4/AQP1/RBP4/GCNT3/NMU/MUC4",12
"GO:0003093","regulation of glomerular filtration","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"EMP2/GAS6/F2RL1",3
"GO:0003357","noradrenergic neuron differentiation","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"SOX4/EDN1/EDNRA",3
"GO:0010716","negative regulation of extracellular matrix disassembly","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"RECK/FAP/TIMP3",3
"GO:0033625","positive regulation of integrin activation","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"RASIP1/FERMT2/CXCL13",3
"GO:0044062","regulation of excretion","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"NPR1/AGTR1/EDN1",3
"GO:0045835","negative regulation of meiotic nuclear division","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"ZWINT/RPS6KA2/TRIP13",3
"GO:0046689","response to mercury ion","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"SLC39A8/SLC1A1/AQP1",3
"GO:0051256","mitotic spindle midzone assembly","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"BIRC5/KIF4A/PRC1",3
"GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"CCNB1/KAT2B/BIRC5",3
"GO:0060433","bronchus development","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"HOXA5/TGFBR2/AGR2",3
"GO:0060872","semicircular canal development","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"GATA2/TBX3/NR4A3",3
"GO:0061771","response to caloric restriction","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"ACACB/LDLR/NQO1",3
"GO:0071476","cellular hypotonic response","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"STK39/MYLK/FBP1",3
"GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"MAD2L1/BIRC5/NDC80",3
"GO:0097646","calcitonin family receptor signaling pathway","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"RAMP2/RAMP3/CALCRL",3
"GO:1901031","regulation of response to reactive oxygen species","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"CD36/SESN1/FBLN5",3
"GO:1990839","response to endothelin","3/655","11/18860",0.272727272727273,7.852879944483,4.31230974120369,0.0055839585059502,0.0326096073110987,0.0229656632942826,"EDNRB/KLF2/KLF4",3
"GO:0051494","negative regulation of cytoskeleton organization","13/655","167/18860",0.0778443113772455,2.24144078255702,3.05653504422734,0.0056075950453238,0.0326096073110987,0.0229656632942826,"CDH5/S1PR1/SLIT2/ARHGAP6/SPTBN1/KANK3/DLC1/KANK2/LMOD1/GMFG/PIK3R1/TPX2/KAT2B",13
"GO:0001937","negative regulation of endothelial cell proliferation","8/655","78/18860",0.102564102564103,2.95321980818164,3.27877897701931,0.00560962887673068,0.0326096073110987,0.0229656632942826,"CAV1/MMRN2/RGCC/CAV2/ENG/SULF1/ALOX5/COL4A3",8
"GO:0009880","embryonic pattern specification","8/655","78/18860",0.102564102564103,2.95321980818164,3.27877897701931,0.00560962887673068,0.0326096073110987,0.0229656632942826,"CHRDL1/TBX3/ZBTB16/SMAD6/MEIS1/FGFR2/PTCH1/MEIS2",8
"GO:0050772","positive regulation of axonogenesis","8/655","78/18860",0.102564102564103,2.95321980818164,3.27877897701931,0.00560962887673068,0.0326096073110987,0.0229656632942826,"SLIT2/SEMA5A/MACF1/TRPV2/CRABP2/ZEB2/NTRK2/CXCL12",8
"GO:0050853","B cell receptor signaling pathway","8/655","78/18860",0.102564102564103,2.95321980818164,3.27877897701931,0.00560962887673068,0.0326096073110987,0.0229656632942826,"MNDA/IGHA1/IGHD/IGHG1/IGHG3/IGHM/IGKC/IGHA2",8
"GO:0032231","regulation of actin filament bundle assembly","10/655","112/18860",0.0892857142857143,2.57088331515812,3.16271533597798,0.00562527133307225,0.0326252790778874,0.0229767003029733,"S1PR1/ARHGAP6/RGCC/DLC1/LIMCH1/SYNPO/FERMT2/PIK3R1/PTGER4/CCN2",10
"GO:0046031","ADP metabolic process","10/655","112/18860",0.0892857142857143,2.57088331515812,3.16271533597798,0.00562527133307225,0.0326252790778874,0.0229767003029733,"ENO1/GAPDH/PFKP/AK1/KAT2B/GPI/AK4/PGK1/FBP1/GPR87",10
"GO:0050672","negative regulation of lymphocyte proliferation","9/655","95/18860",0.0947368421052632,2.72784250703094,3.2024054106266,0.00574735523567048,0.033295023434229,0.0234483748997953,"LRRC32/SFTPD/HLA-E/TNFRSF21/VSIG4/TYROBP/SCGB1A1/CDKN2A/MNDA",9
"GO:0014074","response to purine-containing compound","12/655","149/18860",0.0805369127516778,2.3189712587735,3.06594673493257,0.00585159909570515,0.0338599993597635,0.023846265213267,"DUOX1/THBD/CDO1/PER1/COL1A1/SRD5A1/SLC6A4/AQP1/FOSB/DUSP1/FBP1/FOS",12
"GO:1901873","regulation of post-translational protein modification","17/655","247/18860",0.0688259109311741,1.98176592391136,2.94600093730794,0.00589445255966749,0.0340688542439497,0.0239933534900999,"FAM107A/EPAS1/CAV1/SASH1/ARRB1/WFS1/ANGPT1/CAPN3/INAVA/CDC20/FOXF2/MAD2L1/UBE2C/UBE2S/CDKN2A/GCLC/EGR1",17
"GO:0032760","positive regulation of tumor necrosis factor production","10/655","113/18860",0.0884955752212389,2.54813213537796,3.13087692837681,0.00598522815148486,0.0345353367726498,0.0243218787797358,"CD36/AGER/MIF/LPL/PIK3R1/IL33/HLA-E/CLU/TYROBP/IL6",10
"GO:0034767","positive regulation of monoatomic ion transmembrane transport","11/655","131/18860",0.083969465648855,2.41780782005711,3.08873293543043,0.00599552849153668,0.0345353367726498,0.0243218787797358,"FHL1/CAV1/FXYD6/FXYD1/CAPN3/PLA2G1B/STK39/KCNN4/EDN1/EDNRA/LCN2",11
"GO:0046320","regulation of fatty acid oxidation","5/655","34/18860",0.147058823529412,4.23439604849573,3.58045539509156,0.00600942268841545,0.0345353367726498,0.0243218787797358,"ACADL/ACACB/FMO2/PDK4/GDF15",5
"GO:0050869","negative regulation of B cell activation","5/655","34/18860",0.147058823529412,4.23439604849573,3.58045539509156,0.00600942268841545,0.0345353367726498,0.0243218787797358,"HMGB3/TNFRSF21/TYROBP/CDKN2A/MNDA",5
"GO:0060603","mammary gland duct morphogenesis","5/655","34/18860",0.147058823529412,4.23439604849573,3.58045539509156,0.00600942268841545,0.0345353367726498,0.0243218787797358,"TBX3/SOSTDC1/FGFR2/PTCH1/PERP",5
"GO:0051047","positive regulation of secretion","21/655","331/18860",0.0634441087613293,1.82680288738728,2.87855564696859,0.00604613213173552,0.0346112824493535,0.0243753643314996,"NPR1/SPP1/RGCC/MIF/GATA2/MYH10/SOX4/PLA2G1B/FGR/SLC6A4/KCNN4/AQP1/RBP4/BMP2/F2RL1/CXCL12/EDN1/ABCG1/GABBR1/NMU/PLA2G4A",21
"GO:0003179","heart valve morphogenesis","7/655","63/18860",0.111111111111111,3.19932145886344,3.3166477904275,0.00605365718732169,0.0346112824493535,0.0243753643314996,"SLIT2/TIE1/TGFBR2/SMAD6/SOX4/HEY1/BMP2",7
"GO:0045453","bone resorption","7/655","63/18860",0.111111111111111,3.19932145886344,3.3166477904275,0.00605365718732169,0.0346112824493535,0.0243753643314996,"SPP1/S1PR1/CLDN18/ADRB2/PDK4/ACP5/IL6",7
"GO:0046824","positive regulation of nucleocytoplasmic transport","7/655","63/18860",0.111111111111111,3.19932145886344,3.3166477904275,0.00605365718732169,0.0346112824493535,0.0243753643314996,"GAS6/PIK3R1/HYAL2/ECT2/CDH1/CDK1/SFN",7
"GO:0048332","mesoderm morphogenesis","8/655","79/18860",0.10126582278481,2.91583727896415,3.23666273443414,0.00605697442863687,0.0346112824493535,0.0243753643314996,"FOXF1/TAL1/TBX3/KLF4/FGFR2/ITGA8/GPI/NR4A3",8
"GO:0031641","regulation of myelination","6/655","48/18860",0.125,3.59923664122137,3.4200589579033,0.00608768754050747,0.0346688646374662,0.0244159172008221,"JAM2/QKI/TNFRSF21/WASF3/MYRF/PTN",6
"GO:0046686","response to cadmium ion","6/655","48/18860",0.125,3.59923664122137,3.4200589579033,0.00608768754050747,0.0346688646374662,0.0244159172008221,"CAT/MT1M/SLC39A8/CDK1/GPI/GCLC",6
"GO:1901976","regulation of cell cycle checkpoint","6/655","48/18860",0.125,3.59923664122137,3.4200589579033,0.00608768754050747,0.0346688646374662,0.0244159172008221,"ZWINT/CCNB1/MAD2L1/BIRC5/DUSP1/NDC80",6
"GO:0009314","response to radiation","27/655","462/18860",0.0584415584415584,1.6827599881035,2.81830753188819,0.00610887863497574,0.0347502802711938,0.0244732550280839,"CAT/CRYAB/MFAP4/THBD/HYAL1/PIK3R1/PCLAF/HYAL2/TIMP1/ECT2/PER1/COL3A1/FEN1/NET1/MME/AQP1/MMP1/MEIS2/RBP4/MMP9/DUSP1/PBK/NMU/SLC7A11/EGR1/FOS/LCN2",27
"GO:2000377","regulation of reactive oxygen species metabolic process","12/655","150/18860",0.08,2.30351145038168,3.04024249360994,0.00616604827196645,0.0350359450853561,0.0246744375162533,"CD36/AGTR1/CRYAB/FBLN5/PID1/TGFBR2/TFAP2A/ALOX5/ACP5/F2RL1/TYROBP/LCN2",12
"GO:0043122","regulation of canonical NF-kappaB signal transduction","21/655","332/18860",0.0632530120481928,1.82130046905178,2.86379205770833,0.00625128859827895,0.0354802866388805,0.0249873697882843,"CD36/EDNRB/TGFBR3/CAV1/ANGPT1/KLF4/GAPDH/SLC39A8/CAPN3/INAVA/ECT2/PER1/TSPAN6/F2RL1/EDN1/S100A4/TNFSF10/IRAK3/UBD/CX3CR1/EDNRA",21
"GO:0010884","positive regulation of lipid storage","4/655","22/18860",0.181818181818182,5.235253296322,3.77014429137506,0.00640384748994468,0.0359814842244383,0.0253403435264841,"CD36/ACACB/LPL/MSR1",4
"GO:0032616","interleukin-13 production","4/655","22/18860",0.181818181818182,5.235253296322,3.77014429137506,0.00640384748994468,0.0359814842244383,0.0253403435264841,"IL33/HLA-E/TNFRSF21/SCGB1A1",4
"GO:0032656","regulation of interleukin-13 production","4/655","22/18860",0.181818181818182,5.235253296322,3.77014429137506,0.00640384748994468,0.0359814842244383,0.0253403435264841,"IL33/HLA-E/TNFRSF21/SCGB1A1",4
"GO:0034104","negative regulation of tissue remodeling","4/655","22/18860",0.181818181818182,5.235253296322,3.77014429137506,0.00640384748994468,0.0359814842244383,0.0253403435264841,"AGER/CLDN18/GREM1/IL6",4
"GO:0044321","response to leptin","4/655","22/18860",0.181818181818182,5.235253296322,3.77014429137506,0.00640384748994468,0.0359814842244383,0.0253403435264841,"LEPR/PID1/EDN1/NR4A3",4
"GO:0071474","cellular hyperosmotic response","4/655","22/18860",0.181818181818182,5.235253296322,3.77014429137506,0.00640384748994468,0.0359814842244383,0.0253403435264841,"STK39/SLC2A1/AQP1/FBP1",4
"GO:0072111","cell proliferation involved in kidney development","4/655","22/18860",0.181818181818182,5.235253296322,3.77014429137506,0.00640384748994468,0.0359814842244383,0.0253403435264841,"GPC3/PTCH1/BMP2/EGR1",4
"GO:0072202","cell differentiation involved in metanephros development","4/655","22/18860",0.181818181818182,5.235253296322,3.77014429137506,0.00640384748994468,0.0359814842244383,0.0253403435264841,"TCF21/CD34/GREM1/WWTR1",4
"GO:1901970","positive regulation of mitotic sister chromatid separation","4/655","22/18860",0.181818181818182,5.235253296322,3.77014429137506,0.00640384748994468,0.0359814842244383,0.0253403435264841,"CDC20/BIRC5/UBE2C/DLGAP5",4
"GO:0071222","cellular response to lipopolysaccharide","16/655","229/18860",0.0698689956331878,2.01180039334644,2.92199279535675,0.00645298588451324,0.036217203628003,0.0255063514272402,"CD36/EDNRB/SASH1/MIF/PLSCR4/EFNB2/MRC1/MMP9/SLC7A5/ZFP36/CXCL13/IRAK3/CX3CR1/CD55/IL6/LCN2",16
"GO:0046651","lymphocyte proliferation","20/655","312/18860",0.0641025641025641,1.84576238011353,2.85733891249933,0.00651452999798577,0.0365219479308657,0.0257209708485546,"AGER/EMP2/MIF/LRRC32/TGFBR2/SFTPD/HLA-E/TNFRSF21/VSIG4/HPRT1/CD24/IL7R/HSPD1/TYROBP/SCGB1A1/CDKN2A/MNDA/CD55/IL6/IGFBP2",20
"GO:0120192","tight junction assembly","8/655","80/18860",0.1,2.8793893129771,3.19520399909771,0.00653090270042979,0.0365324634962998,0.0257283765475194,"CDH5/PECAM1/RAMP2/CLDN5/CLDN18/ECT2/CLDN4/CLDN3",8
"GO:0140962","multicellular organismal-level chemical homeostasis","8/655","80/18860",0.1,2.8793893129771,3.19520399909771,0.00653090270042979,0.0365324634962998,0.0257283765475194,"EPAS1/WFS1/SFTPD/AQP4/ABCA3/HYAL2/AQP1/ADGRF5",8
"GO:0032945","negative regulation of mononuclear cell proliferation","9/655","97/18860",0.0927835051546392,2.67159833162824,3.13077095054001,0.00657874191201782,0.036759267446308,0.0258881056451442,"LRRC32/SFTPD/HLA-E/TNFRSF21/VSIG4/TYROBP/SCGB1A1/CDKN2A/MNDA",9
"GO:0006518","peptide metabolic process","7/655","64/18860",0.109375,3.1493320610687,3.26697209118396,0.00659871491032138,0.0368300367087705,0.0259379456520414,"SLC1A1/MME/DMD/CPD/SLC7A11/GCLC/MMP7",7
"GO:0051302","regulation of cell division","14/655","190/18860",0.0736842105263158,2.12165528324628,2.94746520161684,0.00667528306817847,0.0372161799376322,0.0262098911340217,"VEGFD/TAL1/CAT/MDK/FGFR2/ECT2/ASPM/PTCH1/KAT2B/BIRC5/AURKA/PRC1/PTN/SFN",14
"GO:0062014","negative regulation of small molecule metabolic process","11/655","133/18860",0.0827067669172932,2.38144980772542,3.03257439772775,0.00670381164116747,0.0373339344436288,0.0262928209991471,"ACADL/ACACB/LEPR/FMO2/PID1/KAT2B/BMP2/PGK1/CEACAM1/DKK3/FBP1",11
"GO:0071526","semaphorin-plexin signaling pathway","6/655","49/18860",0.122448979591837,3.52578283221686,3.35793854701584,0.00673820126095258,0.0374275266385277,0.026358734299314,"SEMA5A/SEMA3G/SEMA6A/EDN1/TYROBP/EDNRA",6
"GO:1905314","semi-lunar valve development","6/655","49/18860",0.122448979591837,3.52578283221686,3.35793854701584,0.00673820126095258,0.0374275266385277,0.026358734299314,"SLIT2/TIE1/TGFBR2/SMAD6/HEY1/BMP2",6
"GO:0050728","negative regulation of inflammatory response","15/655","210/18860",0.0714285714285714,2.0567066521265,2.92085036924127,0.00674289567217919,0.0374275266385277,0.026358734299314,"CDH5/TEK/FOXF1/KLF4/MDK/WFDC1/SLC39A8/IL33/FGR/LDLR/PTGER4/DSG2/ALOX5/ACP5/PBK",15
"GO:0046942","carboxylic acid transport","22/655","356/18860",0.0617977528089888,1.77939789004203,2.81602206543364,0.00679397217380035,0.0375777436876253,0.0264645262561973,"CD36/FABP4/ACACB/MIF/SLC27A3/SLCO2A1/PLA2G1B/ABCC3/SLC1A1/CES1/SLC2A1/SLC16A3/FABP5/CRABP2/SLC7A5/NTRK2/CEACAM1/EDN1/FOLR1/GABBR1/SLC7A11/PLA2G4A",22
"GO:0010743","regulation of macrophage derived foam cell differentiation","5/655","35/18860",0.142857142857143,4.113413304253,3.49693810341037,0.00681469399414475,0.0375777436876253,0.0264645262561973,"CD36/AGTR1/LPL/MSR1/ABCG1",5
"GO:0048333","mesodermal cell differentiation","5/655","35/18860",0.142857142857143,4.113413304253,3.49693810341037,0.00681469399414475,0.0375777436876253,0.0264645262561973,"FOXF1/TAL1/KLF4/FGFR2/ITGA8",5
"GO:0048566","embryonic digestive tract development","5/655","35/18860",0.142857142857143,4.113413304253,3.49693810341037,0.00681469399414475,0.0375777436876253,0.0264645262561973,"TCF21/FOXF1/HLX/FGFR2/FOXF2",5
"GO:0071634","regulation of transforming growth factor beta production","5/655","35/18860",0.142857142857143,4.113413304253,3.49693810341037,0.00681469399414475,0.0375777436876253,0.0264645262561973,"GATA6/FBLN1/CD24/LAPTM4B/TYROBP",5
"GO:0098868","bone growth","5/655","35/18860",0.142857142857143,4.113413304253,3.49693810341037,0.00681469399414475,0.0375777436876253,0.0264645262561973,"LEPR/FBLN5/TGFBR2/FGFR2/COMP",5
"GO:0033157","regulation of intracellular protein transport","12/655","152/18860",0.0789473684210526,2.27320208919245,2.98944174344511,0.0068349912611094,0.0376484764546354,0.0265143405607833,"CD36/ANGPT1/GAS6/PIK3R1/PKIG/HYAL2/ECT2/ARHGAP44/CDH1/CDK1/SFN/CDKN2A",12
"GO:0051056","regulation of small GTPase mediated signal transduction","20/655","314/18860",0.0636942675159236,1.83400593183255,2.82678953257371,0.00697330326772911,0.0383683935254964,0.0270213498262268,"TEK/STARD13/RASIP1/SLIT2/ARHGAP6/HEG1/DENND3/ARRB1/DLC1/KANK2/FERMT2/ECT2/ARHGAP44/COL3A1/DOCK9/NET1/F2RL1/CXCL13/ARHGAP29/FBP1",20
"GO:0015849","organic acid transport","22/655","357/18860",0.061624649859944,1.77441358222678,2.80201614674562,0.00701201031001109,0.0385252282342751,0.0271318023404293,"CD36/FABP4/ACACB/MIF/SLC27A3/SLCO2A1/PLA2G1B/ABCC3/SLC1A1/CES1/SLC2A1/SLC16A3/FABP5/CRABP2/SLC7A5/NTRK2/CEACAM1/EDN1/FOLR1/GABBR1/SLC7A11/PLA2G4A",22
"GO:0019319","hexose biosynthetic process","9/655","98/18860",0.0918367346938776,2.64433712416264,3.09562947123624,0.00702756878087215,0.0385252282342751,0.0271318023404293,"LEPR/ENO1/SORD/KAT2B/GPI/RBP4/PGK1/FBP1/ATF3",9
"GO:0021954","central nervous system neuron development","9/655","98/18860",0.0918367346938776,2.64433712416264,3.09562947123624,0.00702756878087215,0.0385252282342751,0.0271318023404293,"ADARB1/SLIT2/GATA2/FGFR2/HPRT1/NDNF/ZEB2/NTRK2/NR4A2",9
"GO:0043299","leukocyte degranulation","8/655","81/18860",0.0987654320987654,2.84384129676751,3.15438322712445,0.0070323829316534,0.0385252282342751,0.0271318023404293,"FOXF1/GATA2/PTGDS/FGR/F2RL1/CEACAM1/ANXA3/NR4A3",8
"GO:0050867","positive regulation of cell activation","24/655","401/18860",0.0598503740648379,1.72332527459976,2.77706714619812,0.00710747233183429,0.0387750838807819,0.0273077658408514,"AGER/CAV1/SVEP1/MIF/ZBTB16/TGFBR2/MDK/GAS6/SOX4/CAPN3/IL33/HLA-E/HLX/EFNB2/CD24/IL7R/HSPD1/TYROBP/NR4A3/IL1RL1/CD55/PLA2G4A/IL6/IGFBP2",24
"GO:0032611","interleukin-1 beta production","10/655","116/18860",0.0862068965517241,2.48223216635957,3.03737720434195,0.00717354045575792,0.0387750838807819,0.0273077658408514,"CD36/AGER/LPL/INAVA/ACP5/F2RL1/TYROBP/CX3CR1/EGR1/IL6",10
"GO:0032651","regulation of interleukin-1 beta production","10/655","116/18860",0.0862068965517241,2.48223216635957,3.03737720434195,0.00717354045575792,0.0387750838807819,0.0273077658408514,"CD36/AGER/LPL/INAVA/ACP5/F2RL1/TYROBP/CX3CR1/EGR1/IL6",10
"GO:0015909","long-chain fatty acid transport","7/655","65/18860",0.107692307692308,3.10088079859072,3.21826323300308,0.00717942291463622,0.0387750838807819,0.0273077658408514,"CD36/FABP4/MIF/PLA2G1B/SLC2A1/FABP5/PLA2G4A",7
"GO:2000630","positive regulation of miRNA metabolic process","7/655","65/18860",0.107692307692308,3.10088079859072,3.21826323300308,0.00717942291463622,0.0387750838807819,0.0273077658408514,"GATA2/KLF4/SMAD6/BMP2/EGR1/FOS/IL6",7
"GO:0000022","mitotic spindle elongation","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"BIRC5/KIF4A/PRC1",3
"GO:0003207","cardiac chamber formation","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"TBX2/BMP2/EDNRA",3
"GO:0006534","cysteine metabolic process","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"CDO1/SLC7A11/GCLC",3
"GO:0007056","spindle assembly involved in female meiosis","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"CCNB2/AURKA/NDC80",3
"GO:0009650","UV protection","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"CAT/MFAP4/FEN1",3
"GO:0032308","positive regulation of prostaglandin secretion","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"MIF/EDN1/PLA2G4A",3
"GO:0032908","regulation of transforming growth factor beta1 production","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"GATA6/LAPTM4B/TYROBP",3
"GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"COL1A1/COL4A3/COL4A5",3
"GO:0044849","estrous cycle","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"MDK/PTN/EGR1",3
"GO:0060398","regulation of growth hormone receptor signaling pathway","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"GHR/SOCS2/GDF15",3
"GO:0061140","lung secretory cell differentiation","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"HOXA5/GATA6/AGR2",3
"GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"EDN1/FOLR1/EDNRA",3
"GO:0062042","regulation of cardiac epithelial to mesenchymal transition","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"EMP2/ENG/TGFBR2",3
"GO:0071372","cellular response to follicle-stimulating hormone stimulus","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"EDN1/GCLC/EDNRA",3
"GO:0090232","positive regulation of spindle checkpoint","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"MAD2L1/BIRC5/NDC80",3
"GO:0097278","complement-dependent cytotoxicity","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"CLU/IGHG1/CD55",3
"GO:0098911","regulation of ventricular cardiac muscle cell action potential","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"CAV1/DSG2/DSP",3
"GO:2000343","positive regulation of chemokine (C-X-C motif) ligand 2 production","3/655","12/18860",0.25,7.19847328244275,4.07405941806639,0.00725494128959868,0.0387750838807819,0.0273077658408514,"MIF/LPL/POSTN",3
"GO:0140694","membraneless organelle assembly","26/655","446/18860",0.0582959641255605,1.67856776092835,2.75087730797562,0.00726921714074924,0.03881022710739,0.0273325158325228,"QKI/RCC1/MYH11/LMOD1/MYH10/CAPN3/CDC20/NEBL/CENPF/CCNB2/MYL9/TPX2/ASPM/NEK2/KAT2B/BIRC5/KIF2A/DLGAP5/KIF4A/AURKA/CENPA/PRC1/KIF11/EDN1/KRT19/NDC80",26
"GO:0048705","skeletal system morphogenesis","16/655","232/18860",0.0689655172413793,1.98578573308765,2.86568232411192,0.00728066720889044,0.0388302251140823,0.0273465996417472,"HOXA5/GHR/TGFBR2/GREM1/HYAL1/COL11A1/FGR/FGFR2/HYAL2/COL1A1/COL13A1/TFAP2A/COL3A1/ACP5/COMP/CCN2",16
"GO:0002695","negative regulation of leukocyte activation","15/655","212/18860",0.0707547169811321,2.03730375918191,2.88099424405702,0.00733558672001165,0.0390817728000621,0.0275237547789911,"LRRC32/HMGB3/MDK/SFTPD/HLA-E/FGR/HLX/TNFRSF21/VSIG4/LDLR/ADGRF5/TYROBP/SCGB1A1/CDKN2A/MNDA",15
"GO:0006693","prostaglandin metabolic process","6/655","50/18860",0.12,3.45526717557252,3.29741797308637,0.00743764317277579,0.0395786126003561,0.0278736595005014,"MIF/PTGDS/FABP5/EDN1/HPGD/PLA2G4A",6
"GO:0007249","canonical NF-kappaB signal transduction","22/655","359/18860",0.0612813370473538,1.76452826979098,2.77413639576768,0.0074653010339762,0.0395786126003561,0.0278736595005014,"CD36/EDNRB/TGFBR3/CAV1/ANGPT1/KLF4/GAPDH/PRDX4/SLC39A8/CAPN3/INAVA/ECT2/PER1/TSPAN6/F2RL1/EDN1/S100A4/TNFSF10/IRAK3/UBD/CX3CR1/EDNRA",22
"GO:0009185","ribonucleoside diphosphate metabolic process","11/655","135/18860",0.0814814814814815,2.34616906983319,2.97742079649007,0.00747596015784503,0.0395786126003561,0.0278736595005014,"ENO1/GAPDH/RRM2/PFKP/AK1/KAT2B/GPI/AK4/PGK1/FBP1/GPR87",11
"GO:0031640","killing of cells of another organism","11/655","135/18860",0.0814814814814815,2.34616906983319,2.97742079649007,0.00747596015784503,0.0395786126003561,0.0278736595005014,"FCN3/GAPDH/C7/F2RL1/CXCL13/CXCL3/CXCL12/SFN/CXCL2/CFB/CXCL14",11
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","11/655","135/18860",0.0814814814814815,2.34616906983319,2.97742079649007,0.00747596015784503,0.0395786126003561,0.0278736595005014,"GAPDH/CCL14/PLA2G1B/PGC/CXCL13/CXCL3/CXCL12/CXCL2/DMBT1/MMP7/CXCL14",11
"GO:0141061","disruption of cell in another organism","11/655","135/18860",0.0814814814814815,2.34616906983319,2.97742079649007,0.00747596015784503,0.0395786126003561,0.0278736595005014,"FCN3/GAPDH/C7/F2RL1/CXCL13/CXCL3/CXCL12/SFN/CXCL2/CFB/CXCL14",11
